words,2017
aaa,1
aagh,1
aaliyah,2
aaron,1
ab,1
aback,1
abel,2
ablaze,2
able,6
abnormal,1
abnormally,3
aboard,2
abomination,1
abort,2
abrams,1
absence,1
absentness,1
absolute,1
absolve,1
absurd,1
abu,2
abuse,8
abused,1
abyss,1
ac,2
academy,1
accent,2
accept,4
acceptance,1
accepted,1
access,1
acclimated,2
accolade,1
accomplish,1
accomplished,2
accomplishment,2
accord,1
according,1
account,9
accountant,5
accumulated,1
accumulatin,1
accused,2
accustomed,1
ace,11
ache,2
achieved,1
achilles,2
aching,1
acidic,1
acknowledge,1
acknowledgin,1
acne,2
acquainted,2
acquired,1
acquit,1
acre,2
acrobata,1
acrobatic,1
across,12
act,43
actavis,10
acted,2
actin,28
acting,6
action,10
active,1
actor,1
actress,3
actuality,1
actually,10
ad,1
adapt,2
adaptation,1
add,6
adderall,6
addict,6
addicted,14
addiction,1
addin,2
adding,1
address,3
addy,3
addys,2
adele,1
adidas,2
adjacent,1
adjustin,1
administer,1
admiration,1
admire,1
admission,1
admit,20
adorable,1
adoration,3
adore,5
adoro,1
adrenaline,5
adu,1
adult,4
advance,3
advantage,3
adventure,3
adversity,1
advice,7
advil,2
advisor,1
advisory,1
aeroplane,2
afar,2
affair,2
affection,5
affiliation,1
afford,9
afloat,3
afraid,27
africa,1
african,5
afro,2
afterglow,1
afterlife,2
afternoon,5
afterparty,1
afters,2
aftertaste,1
age,9
aged,1
agent,1
aggressive,1
agh,1
aghh,1
agility,1
aglow,4
ago,10
agree,5
ah,79
aha,2
ahead,24
ahem,1
ahh,10
ahhh,4
ahi,1
ahora,1
aid,5
aight,3
aim,9
aimin,3
aiming,1
air,55
airbnb,1
airborne,1
airline,2
airplane,2
aisle,1
ak,4
akcuf,1
al,6
ala,1
aladdin,1
alarm,5
alarmin,1
albert,1
album,21
alchemy,3
alcohol,3
alcoholic,1
aleikoum,1
alfredo,1
alhamdulillah,1
ali,2
alibi,4
alien,3
alienated,2
alight,1
align,1
aligned,1
alike,5
alive,37
allah,1
allegiance,1
alley,1
allow,2
allowance,2
allowed,2
allurin,1
ally,1
almighty,1
almost,21
alone,99
along,23
aloof,1
aloud,1
alpha,1
alphabet,1
already,46
alright,60
also,3
alternative,1
although,7
always,125
amateur,2
amaze,1
amazin,2
amazing,4
amazingly,1
amazon,1
ambiance,1
ambition,2
ambitious,1
amen,7
amends,1
amenity,2
america,12
american,7
amex,2
amg,2
ami,1
amigo,1
ammunition,1
amo,1
amoeba,1
amount,3
amountin,1
amour,1
amoxicillin,1
amplified,2
amrak,1
amusing,1
amy,1
analyst,1
analyze,2
anatomy,1
ancient,2
andele,1
anderson,1
andre,2
andromeda,1
andy,2
anemic,2
angel,24
angelina,1
anger,3
angle,2
angry,13
anguish,1
animal,6
ankle,1
ann,1
anna,3
anne,1
annotate,1
annoyed,2
annoying,2
annoys,1
annual,1
anointed,2
anomaly,1
anonymous,2
another,96
answer,25
answered,1
ante,1
anthem,4
anthony,2
anti,1
anticipation,1
antidote,2
antisocial,1
antwoord,2
anxiety,5
anxious,1
anybody,8
anymore,21
anyone,17
anything,42
anytime,5
anyway,9
anyways,2
anywhere,9
aod,2
ap,8
apart,34
apartment,6
ape,2
apeshit,1
apocalypse,1
apollo,1
apologize,3
apology,10
apostrophe,1
app,1
appalled,1
apparent,1
apparently,1
appears,1
appetit,1
appetite,4
appetizing,1
applaud,1
applause,1
apple,4
applebee,1
apply,1
applying,2
appointment,1
appreciate,3
appreciation,1
approach,2
approachable,1
appropriate,1
april,1
aquafina,1
ar,1
arch,1
area,4
arena,3
aretha,1
argue,7
arguin,3
arguing,1
argument,1
ariana,1
arm,44
armageddon,1
armani,3
armchair,1
armor,3
armpit,1
armrest,1
army,3
around,153
arraignment,1
arrest,2
arriba,1
arrive,4
arrived,2
arrivederci,1
arrogant,1
arrove,1
arrow,3
arse,1
arsehole,2
arson,1
